Ezr 1:1
ἐπὶ P--------- ἐπί
τοῦ RA--GSM--- ὁ
τόπου N2--GSM--- τόπος
αὐτοῦ RD--GSM--- αὐτός

Ezr 6:8
καὶ C--------- καί
ἀπ' P--------- ἀπό
ἐμοῦ RP--GS---- ἐγώ
ἐτέθη VCI-API3S- τίθημι
γνώμη N1--NSF--- γνώμη
μήποτέ D--------- μήποτε
τι RI--ASN--- τις
ποιήσητε VA--AAS2P- ποιέω
μετὰ P--------- μετά
τῶν RA--GPM--- ὁ
πρεσβυτέρων A1A-GPM--- πρεσβύτερος
τῶν RA--GPM--- ὁ
Ιουδαίων N2--GPM--- Ἰουδαῖος
τοῦ RA--GSN--- ὁ
οἰκοδομῆσαι VA--AAN--- οἰκοδομέω
οἶκον N2--ASM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐκεῖνον RD--ASM--- ἐκεῖνος
καὶ C--------- καί
ἀπὸ P--------- ἀπό
ὑπαρχόντων V1--PAPGPM ἄρχω ὑπο
βασιλέως N3V-GSM--- βασιλεύς
τῶν RA--GPM--- ὁ
φόρων N2--GPM--- φόρος
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
ἐπιμελῶς D--------- ἐπιμελῶς
δαπάνη N1--NSF--- δαπάνη
ἔστω V9--PAD3S- εἰμί
διδομένη V8--PMPNSF δίδωμι
τοῖς RA--DPM--- ὁ
ἀνδράσιν N3--DPM--- ἀνήρ
ἐκείνοις RD--DPM--- ἐκεῖνος
τὸ RA--ASN--- ὁ
μὴ D--------- μή
καταργηθῆναι VC--APN--- ἀργέω κατα

Ezr 6:9
καὶ C--------- καί
ὃ RR--NSM--- ὅς
ἂν X--------- ἄν
ὑστέρημα N3M-NSM--- ὑστέρημα
καὶ C--------- καί
υἱοὺς N2--APM--- υἱός
βοῶν N3--GPM--- βοῦς
καὶ C--------- καί
κριῶν N2--GPM--- κριός
καὶ C--------- καί
ἀμνοὺς N2--APM--- ἀμνός
εἰς P--------- εἰς
ὁλοκαυτώσεις N3I-APF--- ὁλοκαύτωσις
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
πυρούς N2--APM--- πυρός
ἅλας N3--APM--- ἅλς
οἶνον N2--ASM--- οἶνος
ἔλαιον N2N-ASN--- ἔλαιον
κατὰ P--------- κατά
τὸ RA--ASN--- ὁ
ῥῆμα N3M-ASN--- ῥῆμα
τῶν RA--GPM--- ὁ
ἱερέων N3V-GPM--- ἱερεύς
τῶν RA--GPM--- ὁ
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἔστω V9--PAD3S- εἰμί
διδόμενον V8--PPPNSN δίδωμι
αὐτοῖς RD--DPM--- αὐτός
ἡμέραν N1A-ASF--- ἡμέρα
ἐν P--------- ἐν
ἡμέρᾳ N1A-DSF--- ἡμέρα
ὃ RR--NSM--- ὅς
ἐὰν C--------- ἐάν
αἰτήσωσιν VA--AAS3P- αἰτέω

Ezr 6:10
ἵνα C--------- ἵνα
ὦσιν V9--PAS3P- εἰμί
προσφέροντες V1--PAPNPM φέρω προς
εὐωδίας N1A-GSF--- εὐωδία
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
προσεύχωνται V1--PMS3P- εὔχομαι προς
εἰς P--------- εἰς
ζωὴν N1--ASF--- ζωή
τοῦ RA--GSM--- ὁ
βασιλέως N3V-GSM--- βασιλεύς
καὶ C--------- καί
τῶν RA--GPM--- ὁ
υἱῶν N2--GPM--- υἱός
αὐτοῦ RD--GSM--- αὐτός

Ezr 6:11
καὶ C--------- καί
ἀπ' P--------- ἀπό
ἐμοῦ RP--GS---- ἐγώ
ἐτέθη VCI-API3S- τίθημι
γνώμη N1--NSF--- γνώμη
ὅτι C--------- ὅτι
πᾶς A3--NSM--- πᾶς
ἄνθρωπος N2--NSM--- ἄνθρωπος
ὃς RR--NSM--- ὅς
ἀλλάξει VF--FAI3S- ἀλλάσσω
τὸ RA--ASN--- ὁ
ῥῆμα N3M-ASN--- ῥῆμα
τοῦτο RD--ASN--- οὗτος
καθαιρεθήσεται VC--FPI3S- αἱρέω κατα
ξύλον N2N-ASN--- ξύλον
ἐκ P--------- ἐκ
τῆς RA--GSF--- ὁ
οἰκίας N1A-GSF--- οἰκία
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὠρθωμένος VM--XPPNSM ὀρθόω
παγήσεται VD--FPI3S- πήγνυμι
ἐπ' P--------- ἐπί
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
αὐτοῦ RD--GSM--- αὐτός
τὸ RA--ASN--- ὁ
κατ' P--------- κατά
ἐμὲ RP--AS---- ἐγώ
ποιηθήσεται VC--FPI3S- ποιέω

Ezr 6:12
καὶ C--------- καί
ὁ RA--NSM--- ὁ
θεός N2--NSM--- θεός
οὗ RR--GSM--- ὅς
κατασκηνοῖ V4--PAI3S- σκηνόω κατα
τὸ RA--NSN--- ὁ
ὄνομα N3M-NSN--- ὄνομα
ἐκεῖ D--------- ἐκεῖ
καταστρέψει VF--FAI3S- στρέφω κατα
πάντα A3--ASM--- πᾶς
βασιλέα N3V-ASM--- βασιλεύς
καὶ C--------- καί
λαόν N2--ASM--- λαός
ὃς RR--NSM--- ὅς
ἐκτενεῖ VF2-FAI3S- τείνω ἐκ
τὴν RA--ASF--- ὁ
χεῖρα N3--ASF--- χείρ
αὐτοῦ RD--GSM--- αὐτός
ἀλλάξαι VA--AAN--- ἀλλάσσω
ἢ C--------- ἤ
ἀφανίσαι VA--AAN--- ἵζω ἀπο ἀνα
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐκεῖνον RD--ASM--- ἐκεῖνος
τὸν RA--ASM--- ὁ
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἐγὼ RP--NS---- ἐγώ
Δαρεῖος N2--NSM--- Δαρεῖος
ἔθηκα VAI-AAI1S- τίθημι
γνώμην N1--ASF--- γνώμη
ἐπιμελῶς D--------- ἐπιμελῶς
ἔσται VF--FMI3S- εἰμί

Ezr 6:13
τότε D--------- τότε
Θανθαναι N---NSM--- Θανθαναι
ἔπαρχος N2--NSM--- ἔπαρχος
πέραν D--------- πέραν
τοῦ RA--GSM--- ὁ
ποταμοῦ N2--GSM--- ποταμός
Σαθαρβουζανα N---NSM--- Σαθαρβουζανα
καὶ C--------- καί
οἱ RA--NPM--- ὁ
σύνδουλοι N2--NPM--- σύνδουλος
αὐτοῦ RD--GSM--- αὐτός
πρὸς P--------- πρός
ὃ RR--NSM--- ὅς
ἀπέστειλεν VAI-AAI3S- στέλλω ἀπο
Δαρεῖος N2--GSM--- Δαρεῖος
ὁ RA--NSM--- ὁ
βασιλεὺς N3V-NSM--- βασιλεύς
οὕτως D--------- οὕτως
ἐποίησαν VAI-AAI3P- ποιέω
ἐπιμελῶς D--------- ἐπιμελῶς

Ezr 6:14
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πρεσβύτεροι N2--NPM--- πρεσβύτερος
τῶν RA--GPM--- ὁ
Ιουδαίων N2--GPM--- Ἰουδαῖος
ᾠκοδομοῦσαν VAI-AAI3P- οἰκοδομέω
καὶ C--------- καί
οἱ RA--NPM--- ὁ
Λευῖται N1M-NPM--- Λευείτης
ἐν P--------- ἐν
προφητείᾳ N1A-DSF--- προφητεία
Αγγαιου N---GSM--- Αγγαιου
τοῦ RA--GSM--- ὁ
προφήτου N1M-GSM--- προφήτης
καὶ C--------- καί
Ζαχαριου N---GSM--- Ζαχαριου
υἱοῦ N2--GSM--- υἱός
Αδδω N---GSM--- Αδδω
καὶ C--------- καί
ἀνῳκοδόμησαν VAI-AAI3P- οἰκοδομέω ἀνα
καὶ C--------- καί
κατηρτίσαντο VAI-AMI3P- ἀρτίζω κατα
ἀπὸ P--------- ἀπό
γνώμης N1--GSF--- γνώμη
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
ἀπὸ P--------- ἀπό
γνώμης N1--GSF--- γνώμη
Κύρου N2--GSM--- Κῦρος
καὶ C--------- καί
Δαρείου N2--GSM--- Δαρεῖος
καὶ C--------- καί
Αρθασασθα N---GSM--- Αρθασασθα
βασιλέων N3V-GPM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης

Ezr 6:15
καὶ C--------- καί
ἐτέλεσαν VAI-AAI3P- τελέω
τὸν RA--ASM--- ὁ
οἶκον N2--ASM--- οἶκος
τοῦτον RD--ASM--- οὗτος
ἕως P--------- ἕως
ἡμέρας N1A-GSF--- ἡμέρα
τρίτης A1--GSF--- τρίτος
μηνὸς N3--GSM--- μήν
Αδαρ N---GS---- Αδαρ
ὅ RR--NSM--- ὅς
ἐστιν V9--PAI3S- εἰμί
ἔτος N3E-NSN--- ἔτος
ἕκτον A1--NSN--- ἕκτος
τῇ RA--DSF--- ὁ
βασιλείᾳ N1A-DSF--- βασιλεία
Δαρείου N2--GSM--- Δαρεῖος
τοῦ RA--GSM--- ὁ
βασιλέως N3V-GSM--- βασιλεύς

Ezr 6:16
καὶ C--------- καί
ἐποίησαν VAI-AAI3P- ποιέω
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
οἱ RA--NPM--- ὁ
ἱερεῖς N3V-NPM--- ἱερεύς
καὶ C--------- καί
οἱ RA--NPM--- ὁ
Λευῖται N1M-NPM--- Λευείτης
καὶ C--------- καί
οἱ RA--NPM--- ὁ
κατάλοιποι A1B-NPM--- κατάλοιπος
υἱῶν N2--GPM--- υἱός
ἀποικεσίας N1A-GSF--- ἀποικεσία
ἐγκαίνια N1--APN--- ἐγκαίνια
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
ἐν P--------- ἐν
εὐφροσύνῃ N1--DSF--- εὐφροσύνη

Ezr 6:17
καὶ C--------- καί
προσήνεγκαν VAI-AAI3P- φέρω προς
εἰς P--------- εἰς
τὰ RA--APN--- ὁ
ἐγκαίνια N1--APN--- ἐγκαίνια
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
μόσχους N2--APM--- μόσχος
ἑκατόν M--------- ἑκατόν
κριοὺς N2--APM--- κριός
διακοσίους A1A-APM--- διακόσιοι
ἀμνοὺς N2--APM--- ἀμνός
τετρακοσίους A1A-APM--- τετρακόσιοι
χιμάρους N2--APM--- χίμαρος
αἰγῶν N3G-GPM--- αἴξ
περὶ P--------- περί
ἁμαρτίας N1A-GSF--- ἁμαρτία
ὑπὲρ P--------- ὑπέρ
παντὸς A3--GSM--- πᾶς
Ισραηλ N---GSM--- Ἰσραήλ
δώδεκα M--------- δώδεκα
εἰς P--------- εἰς
ἀριθμὸν N2--ASM--- ἀριθμός
φυλῶν N1--GPF--- φυλή
Ισραηλ N---GSM--- Ἰσραήλ

Ezr 6:18
καὶ C--------- καί
ἔστησαν VHI-AAI3P- ἵστημι
τοὺς RA--APM--- ὁ
ἱερεῖς N3V-NPM--- ἱερεύς
ἐν P--------- ἐν
διαιρέσεσιν N3I-DPF--- διαίρεσις
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
τοὺς RA--APM--- ὁ
Λευίτας N1M-APM--- Λευείτης
ἐν P--------- ἐν
μερισμοῖς N2--DPM--- μερισμός
αὐτῶν RD--GPM--- αὐτός
ἐπὶ P--------- ἐπί
δουλείᾳ N1A-DSF--- δουλεία
θεοῦ N2--GSM--- θεός
τοῦ RA--GSM--- ὁ
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
κατὰ P--------- κατά
τὴν RA--ASF--- ὁ
γραφὴν N1--ASF--- γραφή
βιβλίου N2N-GSN--- βιβλίον
Μωυσῆ N1M-GSM--- Μωυσῆς

Ezr 6:19
καὶ C--------- καί
ἐποίησαν VAI-AAI3P- ποιέω
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
τῆς RA--GSF--- ὁ
ἀποικεσίας N1A-GSF--- ἀποικεσία
τὸ RA--ASN--- ὁ
πασχα N1--ASN--- πασχα
τῇ RA--DSF--- ὁ
τεσσαρεσκαιδεκάτῃ A1--DSF--- τεσσαρεσκαιδέκατος
τοῦ RA--GSM--- ὁ
μηνὸς N3--GSM--- μήν
τοῦ RA--GSM--- ὁ
πρώτου A1--GSMS-- πρῶτος

Ezr 6:20
ὅτι C--------- ὅτι
ἐκαθαρίσθησαν VSI-API3P- καθαρίζω
οἱ RA--NPM--- ὁ
ἱερεῖς N3V-NPM--- ἱερεύς
καὶ C--------- καί
οἱ RA--NPM--- ὁ
Λευῖται N1M-NPM--- Λευείτης
ἕως C--------- ἕως
εἷς M---NSM--- εἷς
πάντες A3--NPM--- πᾶς
καθαροὶ A1A-NPM--- καθαρός
καὶ C--------- καί
ἔσφαξαν VAI-AAI3P- σφάζω
τὸ RA--ASN--- ὁ
πασχα N1--ASN--- πασχα
τοῖς RA--DPM--- ὁ
πᾶσιν A3--DPM--- πᾶς
υἱοῖς N2--DPM--- υἱός
τῆς RA--GSF--- ὁ
ἀποικεσίας N1A-GSF--- ἀποικεσία
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
ἀδελφοῖς N2--DPM--- ἀδελφός
αὐτῶν RD--GPM--- αὐτός
τοῖς RA--DPM--- ὁ
ἱερεῦσιν N3V-DPM--- ἱερεύς
καὶ C--------- καί
ἑαυτοῖς RD--DPM--- ἑαυτοῦ

Ezr 6:21
καὶ C--------- καί
ἔφαγον VBI-AAI3P- ἐσθίω
οἱ RA--NPM--- ὁ
υἱοὶ N2--NPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
τὸ RA--ASN--- ὁ
πασχα N1--ASN--- πασχα
οἱ RA--NPM--- ὁ
ἀπὸ P--------- ἀπό
τῆς RA--GSF--- ὁ
ἀποικεσίας N1A-GSF--- ἀποικεσία
καὶ C--------- καί
πᾶς A3--NSM--- πᾶς
ὁ RA--NSM--- ὁ
χωριζόμενος V1--PMPNSM χωρίζω
τῆς RA--GSF--- ὁ
ἀκαθαρσίας N1A-GSF--- ἀκαθαρσία
ἐθνῶν N3E-GPN--- ἔθνος
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
πρὸς P--------- πρός
αὐτοὺς RD--APM--- αὐτός
τοῦ RA--GSN--- ὁ
ἐκζητῆσαι VA--AAN--- ζητέω ἐκ
κύριον N2--ASM--- κύριος
θεὸν N2--ASM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ

Ezr 6:22
καὶ C--------- καί
ἐποίησαν VAI-AAI3P- ποιέω
τὴν RA--ASF--- ὁ
ἑορτὴν N1--ASF--- ἑορτή
τῶν RA--GPM--- ὁ
ἀζύμων A1B-GPM--- ἄζυμος
ἑπτὰ M--------- ἑπτά
ἡμέρας N1A-APF--- ἡμέρα
ἐν P--------- ἐν
εὐφροσύνῃ N1--DSF--- εὐφροσύνη
ὅτι C--------- ὅτι
εὔφρανεν VA--AAI3S- εὐφραίνω
αὐτοὺς RD--APM--- αὐτός
κύριος N2--NSM--- κύριος
καὶ C--------- καί
ἐπέστρεψεν VAI-AAI3S- στρέφω ἐπι
καρδίαν N1A-ASF--- καρδία
βασιλέως N3V-GSM--- βασιλεύς
Ασσουρ N---GSM--- Ασσουρ
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός
κραταιῶσαι VA--AAN--- κραταιόω
τὰς RA--APF--- ὁ
χεῖρας N3--APF--- χείρ
αὐτῶν RD--GPM--- αὐτός
ἐν P--------- ἐν
ἔργοις N2N-DPN--- ἔργον
οἴκου N2--GSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ

Ezr 7:1
καὶ C--------- καί
μετὰ P--------- μετά
τὰ RA--APN--- ὁ
ῥήματα N3M-APN--- ῥῆμα
ταῦτα RD--APN--- οὗτος
ἐν P--------- ἐν
βασιλείᾳ N1A-DSF--- βασιλεία
Αρθασασθα N---GSM--- Αρθασασθα
βασιλέως N3V-GSM--- βασιλεύς
Περσῶν N1M-GPM--- Πέρσης
ἀνέβη VZI-AAI3S- βαίνω ἀνα
Εσδρας N---NSM--- Εσδρας
υἱὸς N2--NSM--- υἱός
Σαραιου N---GSM--- Σαραιας
υἱοῦ N2--GSM--- υἱός
Αζαριου N---GSM--- Αζαριας
υἱοῦ N2--GSM--- υἱός
Ελκια N---GSM--- Ελκια

Ezr 7:2
υἱοῦ N2--GSM--- υἱός
Σαλουμ N---GSM--- Σαλουμ
υἱοῦ N2--GSM--- υἱός
Σαδδουκ N---GSM--- Σαδδουκ
υἱοῦ N2--GSM--- υἱός
Αχιτωβ N---GSM--- Αχιτωβ

Ezr 7:3
υἱοῦ N2--GSM--- υἱός
Σαμαρια N---GSM--- Σαμαρια
υἱοῦ N2--GSM--- υἱός
Εσρια N---GSM--- Εσρια
υἱοῦ N2--GSM--- υἱός
Μαρερωθ N---GSM--- Μαρερωθ

Ezr 7:4
υἱοῦ N2--GSM--- υἱός
Ζαραια N---GSM--- Ζαραια
υἱοῦ N2--GSM--- υἱός
Σαουια N---GSM--- Σαουια
υἱοῦ N2--GSM--- υἱός
Βοκκι N---GSM--- Βοκκι

Ezr 7:5
υἱοῦ N2--GSM--- υἱός
Αβισουε N---GSM--- Αβισουε
υἱοῦ N2--GSM--- υἱός
Φινεες N---GSM--- Φινεες
υἱοῦ N2--GSM--- υἱός
Ελεαζαρ N---GSM--- Ελεαζαρ
υἱοῦ N2--GSM--- υἱός
Ααρων N---GSM--- Ἀαρών
τοῦ RA--GSM--- ὁ
ἱερέως N3V-GSM--- ἱερεύς
τοῦ RA--GSM--- ὁ
πρώτου A1--GSMS-- πρῶτος

Ezr 7:6
αὐτὸς RD--NSM--- αὐτός
Εσδρας N---NSM--- Εσδρας
ἀνέβη VZI-AAI3S- βαίνω ἀνα
ἐκ P--------- ἐκ
Βαβυλῶνος N3W-GSF--- Βαβυλών
καὶ C--------- καί
αὐτὸς RD--NSM--- αὐτός
γραμματεὺς N3V-NSM--- γραμματεύς
ταχὺς A3U-NSM--- ταχύς
ἐν P--------- ἐν
νόμῳ N2--DSM--- νόμος
Μωυσῆ N1M-GSM--- Μωυσῆς
ὃν RR--ASM--- ὅς
ἔδωκεν VAI-AAI3S- δίδωμι
κύριος N2--NSM--- κύριος
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
ἔδωκεν VAI-AAI3S- δίδωμι
αὐτῷ RD--DSM--- αὐτός
ὁ RA--NSM--- ὁ
βασιλεύς N3V-NSM--- βασιλεύς
ὅτι C--------- ὅτι
χεὶρ N3--NSF--- χείρ
κυρίου N2--GSM--- κύριος
θεοῦ N2--GSM--- θεός
αὐτοῦ RD--GSM--- αὐτός
ἐπ' P--------- ἐπί
αὐτὸν RD--ASM--- αὐτός
ἐν P--------- ἐν
πᾶσιν A3--DPN--- πᾶς
οἷς RR--DPN--- ὅς
ἐζήτει V2I-IAI3S- ζητέω
αὐτός RD--NSM--- αὐτός

Ezr 7:7
καὶ C--------- καί
ἀνέβησαν VZI-AAI3P- βαίνω ἀνα
ἀπὸ P--------- ἀπό
υἱῶν N2--GPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
ἱερέων N3V-GPM--- ἱερεύς
καὶ C--------- καί
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
Λευιτῶν N1M-GPM--- Λευείτης
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ᾄδοντες V1--PAPNPM ᾄδω
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πυλωροὶ N2--NPM--- πυλωρός
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ναθινιμ N---NPM--- ναθινιμ
εἰς P--------- εἰς
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἐν P--------- ἐν
ἔτει N3E-DSN--- ἔτος
ἑβδόμῳ A1--DSN--- ἕβδομος
τῷ RA--DSM--- ὁ
Αρθασασθα N---GSM--- Αρθασασθα
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς

Ezr 7:8
καὶ C--------- καί
ἤλθοσαν VBI-AAI3P- ἔρχομαι
εἰς P--------- εἰς
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
τῷ RA--DSM--- ὁ
μηνὶ N3--DSM--- μήν
τῷ RA--DSM--- ὁ
πέμπτῳ A1--DSM--- πέμπτος
τοῦτο RD--ASN--- οὗτος
ἔτος N3E-ASN--- ἔτος
ἕβδομον A1--ASN--- ἕβδομος
τῷ RA--DSM--- ὁ
βασιλεῖ N3V-DSM--- βασιλεύς

Ezr 7:9
ὅτι C--------- ὅτι
ἐν P--------- ἐν
μιᾷ A1A-DSF--- εἷς
τοῦ RA--GSM--- ὁ
μηνὸς N3--GSM--- μήν
τοῦ RA--GSM--- ὁ
πρώτου A1--GSMS-- πρῶτος
αὐτὸς RD--NSM--- αὐτός
ἐθεμελίωσεν VAI-AAI3S- θεμελιόω
τὴν RA--ASF--- ὁ
ἀνάβασιν N3I-ASF--- ἀνάβασις
τὴν RA--ASF--- ὁ
ἀπὸ P--------- ἀπό
Βαβυλῶνος N3W-GSF--- Βαβυλών
ἐν P--------- ἐν
δὲ X--------- δέ
τῇ RA--DSF--- ὁ
πρώτῃ A1--DSFS-- πρῶτος
τοῦ RA--GSM--- ὁ
μηνὸς N3--GSM--- μήν
τοῦ RA--GSM--- ὁ
πέμπτου A1--GSM--- πέμπτος
ἤλθοσαν VBI-AAI3P- ἔρχομαι
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
ὅτι C--------- ὅτι
χεὶρ N3--NSF--- χείρ
θεοῦ N2--GSM--- θεός
αὐτοῦ RD--GSM--- αὐτός
ἦν V9--IAI3S- εἰμί
ἀγαθὴ A1--NSF--- ἀγαθός
ἐπ' P--------- ἐπί
αὐτόν RD--ASM--- αὐτός

Ezr 7:10
ὅτι C--------- ὅτι
Εσδρας N---NSM--- Εσδρας
ἔδωκεν VAI-AAI3S- δίδωμι
ἐν P--------- ἐν
καρδίᾳ N1A-DSF--- καρδία
αὐτοῦ RD--GSM--- αὐτός
ζητῆσαι VA--AAN--- ζητέω
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
καὶ C--------- καί
ποιεῖν V2--PAN--- ποιέω
καὶ C--------- καί
διδάσκειν V1--PAN--- διδάσκω
ἐν P--------- ἐν
Ισραηλ N---DSM--- Ἰσραήλ
προστάγματα N3M-APN--- πρόσταγμα
καὶ C--------- καί
κρίματα N3M-APN--- κρίμα

Ezr 7:11
καὶ C--------- καί
αὕτη RD--NSF--- οὗτος
ἡ RA--NSF--- ὁ
διασάφησις N3I-NSF--- διασάφησις
τοῦ RA--GSN--- ὁ
διατάγματος N3M-GSN--- διάταγμα
οὗ RR--GSM--- ὅς
ἔδωκεν VAI-AAI3S- δίδωμι
Αρθασασθα N---NSM--- Αρθασασθα
τῷ RA--DSM--- ὁ
Εσδρα N---DSM--- Εσδρα
τῷ RA--DSM--- ὁ
ἱερεῖ N3V-DSM--- ἱερεύς
τῷ RA--DSM--- ὁ
γραμματεῖ N3V-DSM--- γραμματεύς
βιβλίου N2N-GSN--- βιβλίον
λόγων N2--GPM--- λόγος
ἐντολῶν N1--GPF--- ἐντολή
κυρίου N2--GSM--- κύριος
καὶ C--------- καί
προσταγμάτων N3M-GPN--- πρόσταγμα
αὐτοῦ RD--GSM--- αὐτός
ἐπὶ P--------- ἐπί
τὸν RA--ASM--- ὁ
Ισραηλ N---ASM--- Ἰσραήλ

Ezr 7:12
Αρθασασθα N---NSM--- Αρθασασθα
βασιλεὺς N3V-NSM--- βασιλεύς
βασιλέων N3V-GPM--- βασιλεύς
Εσδρα N---DSM--- Εσδρα
γραμματεῖ N3V-DSM--- γραμματεύς
νόμου N2--GSM--- νόμος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
τετέλεσται VM--XPI3S- τελέω
ὁ RA--NSM--- ὁ
λόγος N2--NSM--- λόγος
καὶ C--------- καί
ἡ RA--NSF--- ὁ
ἀπόκρισις N3I-NSF--- ἀπόκρισις

Ezr 7:13
ἀπ' P--------- ἀπό
ἐμοῦ RP--GS---- ἐγώ
ἐτέθη VCI-API3S- τίθημι
γνώμη N1--NSF--- γνώμη
ὅτι C--------- ὅτι
πᾶς A3--NSM--- πᾶς
ὁ RA--NSM--- ὁ
ἑκουσιαζόμενος V1--PMPNSM ἑκουσιάζομαι
ἐν P--------- ἐν
βασιλείᾳ N1A-DSF--- βασιλεία
μου RP--GS---- ἐγώ
ἀπὸ P--------- ἀπό
λαοῦ N2--GSM--- λαός
Ισραηλ N---GSM--- Ἰσραήλ
καὶ C--------- καί
ἱερέων N3V-GPM--- ἱερεύς
καὶ C--------- καί
Λευιτῶν N1M-GPM--- Λευείτης
πορευθῆναι VC--APN--- πορεύομαι
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
μετὰ P--------- μετά
σοῦ RP--GS---- σύ
πορευθῆναι VC--APN--- πορεύομαι

Ezr 7:14
ἀπὸ P--------- ἀπό
προσώπου N2N-GSN--- πρόσωπον
τοῦ RA--GSM--- ὁ
βασιλέως N3V-GSM--- βασιλεύς
καὶ C--------- καί
τῶν RA--GPM--- ὁ
ἑπτὰ M--------- ἑπτά
συμβούλων N2--GPM--- σύμβουλος
ἀπεστάλη VDI-API3S- στέλλω ἀπο
ἐπισκέψασθαι VA--AMN--- σκέπτομαι ἐπι
ἐπὶ P--------- ἐπί
τὴν RA--ASF--- ὁ
Ιουδαίαν N1A-ASF--- Ἰουδαία
καὶ C--------- καί
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
νόμῳ N2--DSM--- νόμος
θεοῦ N2--GSM--- θεός
αὐτῶν RD--GPM--- αὐτός
τῷ RA--DSM--- ὁ
ἐν P--------- ἐν
χειρί N3--DSF--- χείρ
σου RP--GS---- σύ

Ezr 7:15
καὶ C--------- καί
εἰς P--------- εἰς
οἶκον N2--ASM--- οἶκος
κυρίου N2--GSM--- κύριος
ἀργύριον N2N-NSN--- ἀργύριον
καὶ C--------- καί
χρυσίον N2N-NSN--- χρυσίον
ὃ RR--NSM--- ὅς
ὁ RA--NSM--- ὁ
βασιλεὺς N3V-NSM--- βασιλεύς
καὶ C--------- καί
οἱ RA--NPM--- ὁ
σύμβουλοι N2--NPM--- σύμβουλος
ἡκουσιάσθησαν VSI-API3P- ἑκουσιάζομαι
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός
τοῦ RA--GSM--- ὁ
Ισραηλ N---GSM--- Ἰσραήλ
τῷ RA--DSM--- ὁ
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
